name,category_code,short_description,status,founded_year,funding_rounds,funding_total_usd,country_code,cluster,x,y,traction_score
MSI Methylation Sciences,biotech,"MSI Methylation Sciencesis abiotechnology company thatdevelops and markets S-Adenosyl Methionine, adietary supplement.",operating,2007.0,1,18380250.0,CAN,0,0.3244825,0.0070708436,55.4
AirSense Wireless,mobile,AirSense Wireless provides technology solutions for seamless switching between mobile and Wi-Fi networks.,operating,2010.0,1,2502039.0,GBR,4,-0.05630725,-0.07149142,54.2
Dailybreak Media,advertising,Dailybreak Media maintains a gaming site that provides gamified experiences for various brands.,operating,2008.0,4,10510000.0,USA,2,-0.21234608,-0.18931824,61.2
Booyah,games_video,"Booyah is a real-world, location-based game developer that creates mass-market games and entertainment products.",operating,2008.0,4,59500000.0,USA,2,-0.07199333,0.036353197,64.3
MinuteKey,hardware,"MinuteKey provides a self-service, key duplication machine that is accurate, reliable and easy-to-use.",operating,2008.0,2,20600000.0,USA,1,-0.025948755,-0.07720825,58.4
FatTail,web,"FatTail enables online publishers to price, plan and sell premium guaranteed software.",operating,2001.0,1,3500000.0,USA,5,-0.114952825,0.15908808,47.6
6 Month Loans- No Credit Check Loans- Cash Loans,other,6 Month Loans- No Credit Check Loans- Cash Loans provides loans for anyone in need of short-term cash with extended repayment tenure.,operating,1990.0,0,0.0,,5,0.01729396,0.16409653,10.0
Coghead,web,Coghead is a WYSIWYG database-driven app service enabling non-developers to solve problems that require programming knowledge.,acquired,2003.0,2,11200000.0,USA,1,-0.06587065,-0.10602502,51.3
Revolution LLC,other,"Revolution invests in building disruptive, innovative companies that offer consumers more choice, convenience and control in their lives.",operating,2005.0,0,0.0,USA,3,0.09976229,0.1720902,22.0
GroupCard,web,GroupCard develops social gifting applications enabling users to create and deliver group gifts and greetings.,acquired,2007.0,1,0.0,USA,5,-0.13165817,-0.049374662,23.6
FanSnap,web,FanSnap is a live event ticket search engine providing ticket marketplaces and broker ticket sites.,operating,2007.0,3,15700000.0,USA,2,-0.24422467,-0.103756234,59.1
Embotics,software,Embotics provides virtualization management and private cloud automation solutions to enterprises.,operating,2006.0,2,12400000.0,CAN,1,0.09940773,0.08328679,55.9
Pantheon,enterprise,"Pantheon is a cloud Drupal platform that offers a web development tools, web hosting, and management service.",operating,2010.0,3,11300009.0,USA,1,0.04790987,0.04337961,60.9
Biz360,web,Biz360 provides technology to analyze consumer opinions supporting businesses to better understand their target audiences.,acquired,,2,13800000.0,USA,5,-0.14791048,0.106102176,51.3
HomeAdvisor,web,HomeAdvisor provides homeowners with the information and connections they need to tackle their home improvement projects confidently.,acquired,1998.0,0,0.0,USA,3,-0.014298521,0.09855012,14.4
Karo Internet,games_video,Xchar is a social community for all computer gamers focused on online games.,closed,2007.0,3,1204795.0,DEU,2,-0.15627915,-0.11535551,44.5
BlackStratus,software,"BlackStratus provides products and services related to security information event management, improving cloud SaaS business.",operating,1999.0,1,1500150.0,USA,1,-0.036042683,0.11281657,44.5
Salorix,advertising,Salorix works with brands and agencies to simplify and scale social media engagement.,operating,2009.0,1,3500000.0,USA,2,-0.03147731,0.08536292,54.0
Ukash,web,Ukash is a global e-money network providing e-commerce cash payment method enabling consumers to shop and pay online using cash.,operating,2001.0,1,14400000.0,GBR,5,-0.13542527,0.15707445,50.1
Health Grades,web,Health Grades is a healthcare rating company that provides information and ratings about physicians and hospitals.,acquired,1996.0,0,0.0,USA,0,0.25110823,-0.1297152,12.8
"Ziff Davis, Inc.",games_video,"Ziff Davis is an all-digital media company specializing in the technology market, providing reviews of tech products, tech deals and others.",acquired,,0,0.0,GBR,3,0.0055333897,-0.020770745,18.0
Code42,software,Code42 manages and protects digital content with easy-to-use software and high-performance hardware storage.,operating,2001.0,1,52500000.0,USA,1,-0.0010824129,-0.08603063,52.5
Wishabi,ecommerce,Wishabi helps retailers transition their print advertising online.,operating,2008.0,2,16000000.0,CAN,5,-0.062457033,0.19121699,57.9
Vringo,software,"Vringo is engaged in the innovation, development and monetization of intellectual property and mobile technologies.",ipo,2006.0,6,36982000.0,USA,3,0.028025739,-0.013007665,65.8
Plazes,web,Plazes is an online service enabling users to connect and communicate with others in various locations.,acquired,2006.0,2,4695100.0,DEU,4,-0.17233917,-0.082428694,52.2
Photon Infotech,mobile,"Photon, a provider of Cloud-to-Consumer User Experiences, excels in systems design, implementation and maintenance.",operating,1999.0,0,0.0,IND,1,-0.018253267,-0.035293635,17.2
Syndiant,semiconductor,Syndiant is an optical device company providing light modulating panels for high-resolution small displays.,operating,2004.0,4,26185935.0,USA,3,0.06853037,-0.10982031,59.6
Movidius,semiconductor,"Movidius is a fabless semiconductor company that delivers unique multimedia capabilities, including High Definition 3D Video.",operating,2005.0,4,46500000.0,IRL,3,0.086345255,-0.092577234,61.4
acerno,web,acerno is an e-commerce advertisement cooperative that uses anonymous consumer shopping data to identify consumer preferences.,acquired,2004.0,0,0.0,USA,5,-0.15583184,0.16380271,19.2
Publicis Groupe,public_relations,Publicis Groupe is a digital and interactive communication services provider.,operating,1926.0,0,0.0,FRA,2,-0.019740343,0.051619966,-41.2
Goodmail Systems,security,Goodmail Systems provides an email service for consumers to identify authentic messages from legitimate commercial and non-profit senders.,closed,2003.0,4,45000000.0,USA,5,-0.018987633,0.12876464,49.8
Sophia Search,search,"Sophia Search builds contextually aware enterprise search solution products to recover, consolidate and optimize unstructured content.",operating,2007.0,2,4900000.0,USA,1,-0.018933274,0.2201547,55.0
Evi,search,Evi is a technology company focused on knowledge base and semantic search engine software.,operating,2005.0,2,5190129.0,GBR,1,0.046331815,0.14671136,53.5
Trusteer,security,"Trusteer helps online banks, brokerages and retailers secure the consumer desktop from financial malware attacks and fraudulent websites.",acquired,2006.0,2,10100000.0,USA,5,-0.05183292,0.20265411,53.5
ShopAdvisor,advertising,ShopAdvisor is a deferred purchasing platform that generates revenue for brands by reminding consumers to purchase their favorite products.,operating,2011.0,2,6950000.0,USA,5,-0.14548925,0.26630878,58.9
Loudlaunch.com,advertising,LoudLaunch.com is an internet advertising service that connects advertisers with website publishers and bloggers.,operating,2006.0,0,0.0,CAN,2,-0.20332861,-0.032160103,22.8
fatwallet,web,FatWallet is a comparison shopping website that allows users to publish deals and rebate offers on products and services.,acquired,,0,0.0,USA,5,-0.12751722,0.11832918,18.0
BrightScope,finance,BrightScope is a financial information company providing services for retirement planning and wealth management through web-based software.,operating,2008.0,3,5900000.0,USA,1,0.021327347,0.036038015,58.2
8tracks Radio,music,8tracks is an internet radio and social network that streams user-curated song playlists that contain at least 8 tracks.,operating,2008.0,1,1200000.0,USA,2,-0.19080454,-0.07467885,51.3
Vox Media,news,"Vox Media is an online publisher focused on the sports, personal technology and gaming categories.",operating,2003.0,6,61132220.0,USA,2,-0.10637606,-0.14074987,64.3
Mangatar,games_video,Mangatar is an Italian games developer specializing in social and mobile games.,operating,2012.0,1,0.0,ITA,4,-0.13700607,-0.13305272,29.6
Glow Digital Media,advertising,"Glow Machine isanad tech platform for creating, improving and understanding Facebook Ad campaigns.",operating,2009.0,1,1300000.0,GBR,2,-0.20777732,-0.060491603,52.3
Azuki Systems,enterprise,Azuki Systems provides a multi-screen video platform that helps service providers and enterprises capitalize on mobile devices.,operating,2008.0,6,28100000.0,USA,4,-0.055981882,-0.25089762,66.9
Parking Panda,transportation,Parking Panda is a platform for parking space owners to optimize the use of their lots and for customers to locate suitable parking spaces.,operating,2011.0,2,4725000.0,USA,3,-0.06373011,0.062332284,58.2
SOASTA,enterprise,SOASTA is a technology company providing cloud-based services to test websites and web applications.,operating,2006.0,7,63614000.0,USA,1,-0.016005173,0.06916603,68.8
Palringo,messaging,"Palringo is a group messaging app for desktop and mobile, enabling individuals and business to chat with others.",operating,2006.0,3,10278515.0,GBR,4,-0.16570216,-0.2299158,57.5
Loopt,mobile,Loopt is a mobile application and website that connects people to their community.,acquired,2005.0,4,32006000.0,USA,4,-0.22796777,-0.19802329,58.8
Open-Xchange,software,Open-Xchange develops web-based communication and office productivity software that enables users to integrate documents and social media.,operating,2005.0,3,37800000.0,USA,1,-0.15726012,-0.06544893,59.1
One Block Off the Grid (1BOG),cleantech,"One Block Off the Grid, a solar power consultant, provides homeowners the option of comparing quotes from solar industry providers.",acquired,2008.0,1,5000000.0,USA,3,0.071477585,0.1542027,51.9
Cheezburger,news,"Cheezburger is the company behind social humor sites such as I Can Has Cheezburger, FAIL Blog, Memebase and The Daily What.",operating,2007.0,5,69000000.0,USA,2,-0.1622191,0.052037433,65.7
Megaupload Limited,web,Megaupload Limited operates online services related to file storage and viewing.,operating,,0,0.0,,1,-0.15014568,-0.0410141,20.0
CV Ingenuity,medical,CV Ingenuity was a medical device company that developed drug-coated balloon platforms for the touch-and-go treatment of vascular diseases.,closed,2008.0,3,30926154.0,USA,0,0.35258418,-0.10982599,51.1
erento,web,erento is a company that runs an internet-based marketplace for renting goods and services.,operating,2003.0,1,0.0,DEU,5,-0.09140804,0.31694993,22.4
MyBuys,advertising,MyBuys provides retailers with individual shopping interests by cross-functionally coordinating with e-commerce sites.,operating,2006.0,5,38300000.0,USA,5,-0.23098078,0.23901492,63.9
Citizenside,games_video,"Citizenside is a news video and photo agency based in France, sharing and selling content produced by amateur and independent reporters.",acquired,2006.0,2,1534376.0,FRA,2,-0.16459766,-0.11102767,50.2
Clearwire,mobile,Clearwire provides a wireless high-speed internet service that allows customers to connect to the internet using licensed spectrum.,acquired,2003.0,4,5700000000.0,USA,1,-0.040336497,-0.018048327,66.4
PressPad,mobile,"PressPad is a mobile publishing platform for B2C, publishers, and custom publishing businesses.",operating,2011.0,1,0.0,POL,4,-0.08126237,-0.14307983,28.8
HourVille,games_video,"HourVille, an online social platform, lets users buy and sell anything that can be priced by the hour by providing interactive online tools.",closed,2008.0,1,0.0,USA,5,-0.19214612,0.13647506,16.4
Interwoven,enterprise,Interwoven provides content management systems and related products to maximize online business performance.,acquired,1995.0,0,0.0,USA,1,-0.10179723,0.15750974,12.0
Optimost,software,Optimost uses meaning-based technology to deliver a comprehensive suite of managed and self-service marketing optimization solutions.,acquired,2001.0,0,0.0,USA,5,-0.07246951,0.12432496,16.8
VIAP,software,"VIAP is an interactive software for film and television that allows viewers to buy, share and learn about the object on the screen.",closed,2010.0,2,850000.0,,2,-0.12017306,-0.07487753,44.3
LiveMinutes,web,"LiveMinutes is a real-time collaboration platform enabling users to work with teams on notes, designs and slideshows.",operating,2011.0,1,1400000.0,USA,2,-0.12203454,-0.2205064,54.0
